"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","GeositeInfo_ReferenceDatum","GeositeInfo_CoordinateMethod","GeositeInfo_Elevation","GeositeInfo_FarmName","GeositeInfo_FarmNumber","GeositeInfo_Town","GeositeInfo_Portion","GeositeInfo_Village","GeositeInfo_GeositeStatus","GeositeInfo_DateWhenStatusWasObserved","GeositeInfo_MapNumber","GeositeInfo_Province","GeositeInfo_RegistrationDistrict","GeositeInfo_QuaternaryDrainageRegion","GeositeInfo_WaterManagementArea","GeositeInfo_MunicipalDistrictNew","GeositeInfo_HydrogeologicalRegion","GeositeInfo_WaterUserAssociation","GeositeInfo_Geomorphology","GeositeInfo_LandCover","GeositeInfo_TasteOfWater","GeositeInfo_IntendedGeositePurpose","GeositeInfo_ObservedActualWaterUses","GeositeInfo_WaterConsumer","GeositeInfo_SiteSelector"
"Dept Water - Pretoria","2525DB00269","Borehole","-25.55077","25.76649","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN SCHOOL","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00301","Borehole","-25.55076","25.76648","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00302","Borehole","-25.55076","25.76649","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00299","Borehole","-25.55075","25.76647","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00300","Borehole","-25.55075","25.76648","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00297","Borehole","-25.55074","25.76646","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00298","Borehole","-25.55074","25.76647","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00295","Borehole","-25.55073","25.76645","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00296","Borehole","-25.55073","25.76646","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00293","Borehole","-25.55072","25.76644","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00294","Borehole","-25.55072","25.76645","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00291","Borehole","-25.55071","25.76643","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00292","Borehole","-25.55071","25.76644","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00289","Borehole","-25.55070","25.76636","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00290","Borehole","-25.55070","25.76643","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00287","Borehole","-25.55069","25.76641","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00288","Borehole","-25.55069","25.76642","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00053","Borehole","-25.55068","25.71640","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00286","Borehole","-25.55068","25.76641","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00052","Borehole","-25.55067","25.71640","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00284","Borehole","-25.55067","25.76639","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00285","Borehole","-25.55067","25.76640","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00049","Borehole","-25.55066","25.71638","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00050","Borehole","-25.55066","25.71639","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00282","Borehole","-25.55066","25.76638","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00283","Borehole","-25.55066","25.76639","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00047","Borehole","-25.55065","25.71637","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00048","Borehole","-25.55065","25.71638","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00280","Borehole","-25.55065","25.76637","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00281","Borehole","-25.55065","25.76638","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00045","Borehole","-25.55064","25.71636","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00046","Borehole","-25.55064","25.71637","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00278","Borehole","-25.55064","25.76636","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00279","Borehole","-25.55064","25.76637","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00043","Borehole","-25.55063","25.71635","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00044","Borehole","-25.55063","25.71636","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00276","Borehole","-25.55063","25.76635","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00277","Borehole","-25.55063","25.76636","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00189","Borehole","-25.55063","25.98301","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1320","KLAARSTROOM","0237 ",,,,,"","2525DB","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,,,,
"Dept Water - Pretoria","2525DA00041","Borehole","-25.55062","25.71634","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00042","Borehole","-25.55062","25.71635","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00274","Borehole","-25.55062","25.76634","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00275","Borehole","-25.55062","25.76635","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00187","Borehole","-25.55062","25.98300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1320","KLAARSTROOM","0237 ",,,,,"","2525DB","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,,,,
"Dept Water - Pretoria","2525DB00188","Borehole","-25.55062","25.98301","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1320","KLAARSTROOM","0237 ",,,,,"","2525DB","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,,,,
"Dept Water - Pretoria","2525DA00039","Borehole","-25.55061","25.71633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00040","Borehole","-25.55061","25.71634","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00272","Borehole","-25.55061","25.76633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00273","Borehole","-25.55061","25.76634","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00185","Borehole","-25.55061","25.98299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1320","KLAARSTROOM","0237 ",,,,,"","2525DB","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,"Fresh",,"Stock Watering",,
"Dept Water - Pretoria","2525DB00186","Borehole","-25.55061","25.98300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1320","KLAARSTROOM","0237 ",,,,,"","2525DB","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,,,,
"Dept Water - Pretoria","2526CA00233","Borehole","-25.55061","26.06634","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1200","SHADUMA","0271 ",,,,,"","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2525DA00037","Borehole","-25.55060","25.71632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DA00038","Borehole","-25.55060","25.71633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1400","KAREELAAGTE","0045 ",,,,,"","2525DA","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00270","Borehole","-25.55060","25.76632","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00271","Borehole","-25.55060","25.76633","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1420","KLIPPAN","0044 ",,,,,"","2525DB","North West","JO","D41A","Crocodile (West) and Marico","Mafikeng Local Municipality","Western Highveld",,,,,,,,
"Dept Water - Pretoria","2525DB00183","Borehole","-25.55060","25.98298","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1320","KLAARSTROOM","0237 ",,,,,"","2525DB","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,,,,
"Dept Water - Pretoria","2525DB00184","Borehole","-25.55060","25.98299","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1320","KLAARSTROOM","0237 ",,,,,"","2525DB","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Karst Belt",,,,,,,,
"Dept Water - Pretoria","2526CA00231","Borehole","-25.55060","26.06634","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1200","SHADUMA","0271 ",,,,,"","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - Pretoria","2526CA00232","Borehole","-25.55060","26.06635","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1200","SHADUMA","0271 ",,,,,"","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,,,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1955-12-12","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1956-01-12","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1956-02-13","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
"Dept Water - North West","2526CA00660","Borehole","-25.55060","26.08300","Hartbeeshoek Datum (WGS 84)","Estimated 1:50 000 map","1190","HAZIA PTN. ZEERUST MUNISIPALITEIT","0242 ",,,,"Unused: Abandoned","1956-03-12","2526CA","North West","JP","A31D","Crocodile (West) and Marico","Zeerust Local Municipality","Western Bankeveld and Marico Bushveld",,,,,"Monitoring",,,
